GeoName,FIPS,GDP Impact,State,Unemploy Rate,GO_yieldImpact,REV_yieldImpact,infectedPCT
"Wexford, MI",26165,-0.039516631,MI,0.090799137,0.812615643,0.452326554,0.000208141
"Clarion, PA",42031,-0.026067931,PA,0.123671112,1.07595117,0.248810435,0.000208127
"Hampton, SC",45049,-0.022631131,SC,0.042045613,0.381107742,0.292025697,0.000208095
"Cassia, ID",16031,-0.036995917,ID,0.053542309,0.494405606,0.232370197,0.000208073
"Banks, GA",13011,-0.016353696,GA,0.029935606,0.27160852,0.445398289,0.000207965
"Grimes, TX",48185,-0.021785248,TX,0.032499617,0.299353157,0.677829486,0.000207756
"Mesa, CO",08077,-0.036818874,CO,0.026604143,0.266156467,0.322818112,0.000207509
"Wakulla, FL",12129,-0.016318768,FL,0.029926153,0.271489666,0.41516277,0.000207475
"Scott, KS",20171,-0.032133717,KS,0.054451466,0.496696961,0.361398948,0.00020734
"Hot Spring, AR",05059,-0.018680893,AR,0.028738852,0.264064246,0.185413194,0.000207278
"Gallatin, IL",17059,0,IL,0.048742569,0.412643381,0.30260719,0.000207125
"Oxford, ME",23017,-0.0433223,ME,0.066646619,0.612376785,0.234886893,0.000206986
"Richland, OH",39139,-0.038867885,OH,0.082694966,0.743286377,0.359081008,0.000206349
"Sutter, CA",06101,-0.03384041,CA,0.059779315,0.543698657,0.403018336,0.000206247
"Berrien, GA",13019,-0.017130757,GA,0.029935606,0.272472387,0.922254107,0.000206217
"Yellow Medicine, MN",27173,-0.022287316,MN,0.074738431,0.657495398,0.375334799,0.000205994
"Jackson, IA",19097,-0.023104836,IA,0.059400467,0.528556568,0.680266391,0.000205772
"Ashtabula, OH",39007,-0.028850942,OH,0.082694966,0.732150442,0.249642862,0.000205675
"Rogers, OK",40131,-0.031730121,OK,0.037996921,0.356947889,0.250504053,0.000205496
"Clarke, VA",51043,-0.04526918,VA,0.037150238,0.364831573,0.254553721,0.000205212
"Pottawatomie, KS",20149,-0.022584052,KS,0.054451466,0.486080504,0.620011059,0.000205061
"Lauderdale, AL",01077,-0.027929654,AL,0.042297859,0.389133622,0.51050894,0.000204898
"New Hanover, NC",37129,-0.041356658,NC,0.052980406,0.494496539,0.416175728,0.000204714
"Dewey, OK",40043,0,OK,0.037996921,0.321673196,0.295748211,0.000204457
"Hanover, VA",51085,-0.047607821,VA,0.037150238,0.367431463,0.648428157,0.000204146
"George, MS",28039,-0.009458707,MS,0.029841954,0.263150456,0.443335928,0.000204082
"Scotland, MO",29199,0,MO,0.046852866,0.396645591,0.523458223,0.000203998
"Union, GA",13291,-0.019545662,GA,0.029935606,0.275157061,0.922976429,0.00020399
"Penobscot, ME",23019,-0.026401291,ME,0.066646619,0.59356553,0.418178553,0.000203749
"Washington, CO",08121,0,CO,0.026604143,0.225224556,0.502154901,0.000203749
"Lincoln, TN",47103,-0.020190653,TN,0.040805298,0.367894415,0.247052483,0.00020369
"Ramsey, MN",27123,-0.047831559,MN,0.074738431,0.685893188,0.236305757,0.000203518
"Jessamine, KY",21113,-0.044001746,KY,0.080102497,0.7270465,0.885920133,0.000203271
"Sarpy, NE",31153,-0.014783675,NE,0.039880393,0.354053397,0.307029135,0.000202996
"Marshall, SD",46091,0,SD,0.01875562,0.158780767,0.351787432,0.000202634
"Greene, VA",51079,-0.041484233,VA,0.037150238,0.360623809,0.248316488,0.000201827
"Lincoln, WY",56023,-0.032497736,WY,0.031811213,0.305434472,0.245628537,0.000201715
"Kosciusko, IN",18085,-0.06211002,IN,0.062111827,0.594872771,0.276011159,0.000201369
"Clark, WI",55019,-0.035643811,WI,0.055324744,0.50799214,0.45397765,0.0002013
"Nelson, VA",51125,-0.052266925,VA,0.037150238,0.372611036,0.329309407,0.000200938
"Sioux, IA",19167,-0.033170213,IA,0.059400467,0.539746349,0.312528733,0.000200832
"Eau Claire, WI",55035,-0.037103493,WI,0.055324744,0.509614883,0.233026785,0.000200677
"Mitchell, NC",37121,-0.025999015,NC,0.052980406,0.477423294,0.509931467,0.000200481
"Big Stone, MN",27011,-0.024795588,MN,0.074738431,0.660283869,0.310023799,0.000200361
"Winneshiek, IA",19191,-0.039226016,IA,0.059400467,0.546478645,0.422014557,0.00020009
"Franklin, NY",36033,-0.018133946,NY,0.049713377,0.441021707,0.308031235,0.000199912
"Emery, UT",49015,-0.005328966,UT,0.031016817,0.268505507,0.370395384,0.00019976
"Yuma, CO",08125,-0.040129255,CO,0.026604143,0.26983665,0.314610252,0.000199621
"Bayfield, WI",55007,-0.039072448,WI,0.055324744,0.51180379,0.312127136,0.000199521
"Warren, VA",51187,-0.025574766,VA,0.037150238,0.342937096,0.3594371,0.000199183
"Bledsoe, TN",47007,-0.010839989,TN,0.040805298,0.357499189,0.413524012,0.00019915
"Wetzel, WV",54103,-0.049804319,WV,0.024248714,0.260651994,0.475510824,0.000199137
"Waller, TX",48473,-0.050732346,TX,0.032499617,0.331533935,0.517329453,0.000199109
"Page, IA",19145,-0.017103618,IA,0.059400467,0.521884954,0.507270764,0.000198583
"Warren, MS",28149,-0.028588485,MS,0.029841954,0.284417222,0.418832765,0.000198321
"Garfield, UT",49017,0,UT,0.031016817,0.262581242,0.241013256,0.000197981
"Greenwood, SC",45047,-0.027298464,SC,0.042045613,0.386296462,0.303913455,0.000197709
"Johnson, NE",31097,0,NE,0.039880393,0.337618238,0.403805538,0.0001972
"Gadsden, FL",12039,-0.031870419,FL,0.029926153,0.288778592,0.682888264,0.000197109
"Cattaraugus, NY",36009,-0.027689561,NY,0.049713377,0.451644779,0.502525556,0.000197065
"Nottoway, VA",51135,0.00267191,VA,0.037150238,0.311534984,0.179026358,0.000196954
"Posey, IN",18129,-0.030239936,IN,0.062111827,0.55944248,0.356500302,0.000196641
"Lenoir, NC",37107,-0.031820415,NC,0.052980406,0.483895003,0.643705986,0.000196608
"Warren, OH",39165,-0.052017422,OH,0.082694966,0.757904849,0.329234778,0.000196077
"DeKalb, AL",01049,-0.026933424,AL,0.042297859,0.388026103,0.289836665,0.000195769
"Preble, OH",39135,-0.040789455,OH,0.082694966,0.745422606,0.25321379,0.000195685
"Bell, TX",48027,-0.022527783,TX,0.032499617,0.300178641,0.247751542,0.000195633
"Keokuk, IA",19107,-0.019972062,IA,0.059400467,0.525073832,0.227902603,0.000195198
"Love, OK",40085,-0.024501417,OK,0.037996921,0.348911666,0.601359127,0.000195065
"Atchison, MO",29005,0,MO,0.046852866,0.396645591,0.523458223,0.000194439
"Clark, IL",17023,-0.042522194,IL,0.048742569,0.45991573,0.315326004,0.000194288
"Campbell, WY",56005,-0.032107116,WY,0.031811213,0.305000216,0.378272,0.000194212
"Tippecanoe, IN",18157,-0.052254054,IN,0.062111827,0.583915795,0.23762857,0.000194143
"Sullivan, IN",18153,-0.01741877,IN,0.062111827,0.545189061,0.448526358,0.000193527
"Sevier, TN",47155,-0.084383837,TN,0.040805298,0.43925862,0.575510597,0.000193384
"Wicomico, MD",24045,-0.038657934,MD,0.040513085,0.38595087,0.684918478,0.000193033
"Scott, KY",21209,-0.068966003,KY,0.080102497,0.754799515,0.937758547,0.000192969
"Barnes, ND",38003,-0.014422206,ND,0.047437045,0.417624421,0.397210157,0.000192031
"Christian, MO",29043,-0.02865149,MO,0.046852866,0.428497739,0.229874295,0.000191884
"Conway, AR",05029,-0.031860464,AR,0.028738852,0.278716107,0.92665991,0.000191883
"Bastrop, TX",48021,-0.030390347,TX,0.032499617,0.308919532,0.377758497,0.000191608
"Beaufort, NC",37013,-0.028222624,NC,0.052980406,0.479895302,0.283943378,0.000191514
"Dodge, NE",31053,-0.023113825,NE,0.039880393,0.363314107,0.618856205,0.00019144
"Perry, AR",05105,-0.030970516,AR,0.028738852,0.277726743,0.231262451,0.000191296
"Worcester, MD",24047,-0.04316259,MD,0.040513085,0.390958742,0.288412072,0.000191292
"Yukon-Koyukuk Census Area, AK*",02290,0,AK,0.070586124,0.597565888,0.39706334,0.000191205
"Cumberland, NC",37051,-0.018042666,NC,0.052980406,0.468578141,0.445903476,0.000190755
"Madera, CA",06039,-0.038370487,CA,0.059779315,0.548734789,0.472090851,0.000190686
"Yuba, CA",06115,-0.012779993,CA,0.059779315,0.520285581,0.617078567,0.000190675
"Kingfisher, OK",40073,-0.038787971,OK,0.037996921,0.364794171,0.38027031,0.000190295
"Culpeper, VA",51047,-0.025435696,VA,0.037150238,0.34278249,0.248621327,0.000190096
"Essex, NY",36031,-0.051232977,NY,0.049713377,0.47781823,0.329000143,0.000189779
"Kendall, TX",48259,-0.053213905,TX,0.032499617,0.334292709,0.62785944,0.000189749
"Dare, NC",37055,-0.037974091,NC,0.052980406,0.490736105,0.404254761,0.000189143
"Mitchell, IA",19131,-0.037342931,IA,0.059400467,0.5443852,0.605200152,0.000188929
"Orange, VA",51137,-0.021372864,VA,0.037150238,0.338265799,0.309000028,0.000188929
"Jefferson, WI",55055,-0.048240953,WI,0.055324744,0.521996508,0.235733699,0.000188748
"Appomattox, VA",51011,-0.010140639,VA,0.037150238,0.325778823,0.364502212,0.000188549
"Ottawa, MI",26139,-0.069598355,MI,0.090799137,0.846057796,0.632760193,0.000188466
"Union, SD",46127,-0.024196767,SD,0.01875562,0.185680556,0.450553725,0.0001883
"Beaver, OK",40007,0,OK,0.037996921,0.321673196,0.295748211,0.000188288
"Dallas, AL",01047,-0.022121827,AL,0.042297859,0.382677002,0.600647368,0.000188192
"Osage, KS",20139,-0.009936801,KS,0.054451466,0.472020428,0.232989192,0.0001881
"Delta, TX",48119,-0.018555351,TX,0.032499617,0.295762448,0.185375643,0.000187582
"Fayette, IL",17051,-0.022825861,IL,0.048742569,0.43801912,0.410632981,0.000187477
"Juneau, WI",55057,-0.042816529,WI,0.055324744,0.515966122,0.234805712,0.000187357
"Aiken, SC",45003,-0.047276219,SC,0.042045613,0.408505932,0.31674798,0.000187275
"Stark, IL",17175,-0.035979377,IL,0.048742569,0.452642015,0.232760651,0.000187196
"Uvalde, TX",48463,-0.03231304,TX,0.032499617,0.311057008,0.643853335,0.000186979
"Wyoming, PA",42131,-0.062712437,PA,0.123671112,1.116689233,0.240756777,0.000186609
"Pike, AR",05109,-0.023729118,AR,0.028738852,0.269676408,0.450413846,0.000186602
"La Crosse, WI",55063,-0.036745823,WI,0.055324744,0.509217258,0.379659483,0.000186415
"Craven, NC",37049,-0.019009518,NC,0.052980406,0.469653,0.353141172,0.000186021
"Marion, FL",12083,-0.036813076,FL,0.029926153,0.294273393,0.471625014,0.000186006
"Comal, TX",48091,-0.055438495,TX,0.032499617,0.336765809,0.628524837,0.000185649
"Henry, TN",47079,-0.021785197,TN,0.040805298,0.369667086,0.219640048,0.0001855
"Saunders, NE",31155,-0.018638921,NE,0.039880393,0.358339313,0.367044133,0.000185374
"Hansford, TX",48195,0,TX,0.032499617,0.275134279,0.139089429,0.000185219
"Richland, MT",30083,-0.046315155,MT,0.067713461,0.624735607,0.235157674,0.000185134
"Mecosta, MI",26107,-0.029891399,MI,0.090799137,0.801915177,0.230939676,0.000184107
"Cheshire, NH",33005,-0.040562909,NH,0.074240945,0.673600957,0.359588007,0.000184005
"Leelanau, MI",26089,-0.048051165,MI,0.090799137,0.82210357,0.687728087,0.000183815
"Chattahoochee, GA",13053,-0.008355029,GA,0.029935606,0.262716321,0.556750307,0.000183368
"Buchanan, MO",29021,-0.025289462,MO,0.046852866,0.424760139,0.60159484,0.000183142
"Josephine, OR",41033,-0.030807503,OR,0.03846563,0.359890189,0.682570335,0.000182884
"Cayuga, NY",36011,-0.026227545,NY,0.049713377,0.450019442,0.681200424,0.000182825
"Bond, IL",17005,-0.018316652,IL,0.048742569,0.433006186,0.445985428,0.000182637
"Madison, LA",22065,-0.027573783,LA,0.082517871,0.729231367,0.283749304,0.000182632
"Stevens, KS",20189,-0.002040271,KS,0.054451466,0.463241777,0.241623522,0.000182315
"El Paso, TX",48141,-0.036492137,TX,0.032499617,0.315702953,0.232843923,0.000182308
"Dodge, WI",55027,-0.029951293,WI,0.055324744,0.50166371,0.469572586,0.000182151
"Brunswick, NC",37019,-0.023038284,NC,0.052980406,0.474131819,0.247904237,0.000182047
"Woodford, IL",17203,-0.031118157,IL,0.048742569,0.447237748,0.41311329,0.000182012
"Platte, MO",29165,-0.056846715,MO,0.046852866,0.459842653,0.62894605,0.000181961
"Audubon, IA",19009,-0.028994255,IA,0.059400467,0.535103895,0.621928415,0.000181951
"Roosevelt, MT",30085,-0.027293938,MT,0.067713461,0.603589531,0.147253319,0.000181752
"Whitfield, GA",13313,-0.035792178,GA,0.029935606,0.293218474,0.454022028,0.000181596
"Potter, PA",42105,-0.018442414,PA,0.123671112,1.067473806,0.599546819,0.000181532
"Napa, CA",06055,-0.071553648,CA,0.059779315,0.585624841,0.571672959,0.000181496
"Jackson, OR",41029,-0.036125441,OR,0.03846563,0.365802194,0.251818737,0.000181041
"Mahaska, IA",19123,-0.016642372,IA,0.059400467,0.521372182,0.366446945,0.000181036
"Mahnomen, MN",27087,-0.003101736,MN,0.074738431,0.636166597,0.314603608,0.00018093
"Cowlitz, WA",53015,-0.043529811,WA,0.085517589,0.772364769,0.235019061,0.000180843
"Ector, TX",48135,-0.033133295,TX,0.032499617,0.311968894,0.189736052,0.00018048
"Vilas, WI",55125,-0.04535853,WI,0.055324744,0.51879209,0.474181044,0.000180221
"Idaho, ID",16049,-0.046171495,ID,0.053542309,0.504606187,0.314250531,0.000179996
"Rio Arriba, NM",35039,-0.036746098,NM,0.049731311,0.461864849,0.292771734,0.000179851
"Alleghany, NC",37005,-0.03035611,NC,0.052980406,0.48226712,0.356535051,0.000179582
"Preston, WV",54077,-0.01905916,WV,0.024248714,0.226472294,0.449017015,0.000179469
"Nueces, TX",48355,-0.046298503,TX,0.032499617,0.326604788,0.211141477,0.000179412
"Doña Ana, NM",35013,-0.024834093,NM,0.049731311,0.448622153,0.248441382,0.000178739
"Martin, KY",21159,0,KY,0.080102497,0.67812932,0.241013256,0.000178651
"Martin, NC",37117,-0.020900401,NC,0.052980406,0.471755114,0.410057057,0.000178253
"Polk, TN",47139,-0.018662265,TN,0.040805298,0.366195291,0.618838013,0.000178232
"Union, PA",42119,-0.031292418,PA,0.123671112,1.081759284,0.402256206,0.000178082
"Brown, WI",55009,-0.048034847,WI,0.055324744,0.521767379,0.289869412,0.000177666
"Gregg, TX",48183,-0.04092933,TX,0.032499617,0.320635824,0.225366249,0.000177498
"Person, NC",37145,-0.017236433,NC,0.052980406,0.467681844,0.922285716,0.00017726
"Putnam, WV",54079,-0.051011907,WV,0.024248714,0.261994482,0.237186931,0.000177148
"Asotin, WA",53003,-0.017228711,WA,0.085517589,0.743125574,0.202446412,0.000177132
"Habersham, GA",13137,-0.027878507,GA,0.029935606,0.284420767,0.2303376,0.000176491
"Waldo, ME",23027,-0.030553688,ME,0.066646619,0.598181792,0.449645648,0.000176256
"Lee, IL",17103,-0.024868874,IL,0.048742569,0.440290358,0.827838719,0.000175974
"Iron, WI",55051,-0.030937621,WI,0.055324744,0.502760222,0.402150083,0.00017584
"Cherry, NE",31031,-0.036027693,NE,0.039880393,0.377670584,0.414581781,0.000175778
"Valley, ID",16085,-0.058521435,ID,0.053542309,0.518335739,0.69085985,0.000175562
"Catawba, NC",37035,-0.03471935,NC,0.052980406,0.487117777,0.312992095,0.000175492
"Stokes, NC",37169,-0.01389951,NC,0.052980406,0.463972153,0.245170739,0.000175473
"Lincoln, CO",08073,-0.019630987,CO,0.026604143,0.24704852,0.446378559,0.000175408
"Auglaize, OH",39011,-0.04172543,OH,0.082694966,0.746463138,0.359935728,0.000175223
"Floyd, TX",48153,-0.014068138,TX,0.032499617,0.290773969,0.617463864,0.00017507
"Dakota, MN",27037,-0.057599349,MN,0.074738431,0.696752138,0.651416723,0.000174817
"Transylvania, NC",37175,-0.025413419,NC,0.052980406,0.476772281,0.680956911,0.000174495
"Brevard, FL",12009,-0.045534202,FL,0.029926153,0.303968757,0.235548495,0.000174435
"Crosby, TX",48107,-0.038294645,TX,0.032499617,0.317706819,0.224578189,0.000174307
"McHenry, ND",38049,0,ND,0.047437045,0.401591111,0.295748211,0.000174064
"Richland, WI",55103,-0.029193751,WI,0.055324744,0.500821544,0.377400583,0.000173893
"Cass, MI",26027,-0.037551204,MI,0.090799137,0.810430658,0.2332308,0.000173789
"Orange, VT",50017,-0.031311049,VT,0.056810732,0.515755396,0.430667018,0.000173058
"Blount, AL",01009,-0.02034276,AL,0.042297859,0.380699197,0.398981054,0.000172933
"Stanislaus, CA",06099,-0.026065086,CA,0.059779315,0.535054751,0.418077991,0.00017252
"Panola, TX",48365,-0.055641549,TX,0.032499617,0.336991546,0.93377307,0.000172458
"Custer, OK",40039,-0.036104526,OK,0.037996921,0.361810959,0.45130596,0.000172396
"Garrett, MD",24023,-0.028088522,MD,0.040513085,0.37420075,0.418683221,0.000172331
"Columbia, OR",41009,-0.030855597,OR,0.03846563,0.359943655,0.402125548,0.000171907
"Wirt, WV",54105,0,WV,0.024248714,0.205284035,0.230016996,0.000171792
"Hughes, SD",46065,-0.001126896,SD,0.01875562,0.160033549,0.222335925,0.000171174
"Brookings, SD",46011,-0.041646667,SD,0.01875562,0.205079783,0.624399563,0.000171052
"Madison, NE",31119,-0.017485331,NE,0.039880393,0.357056854,0.144319466,0.000170945
"Northampton, VA",51131,-0.022180709,VA,0.037150238,0.339163889,0.923764598,0.000170794
"Sullivan, TN",47163,-0.042190479,TN,0.040805298,0.392351842,0.233923942,0.000170511
"McDowell, WV",54047,-0.018584898,WV,0.024248714,0.225945052,0.246572185,0.000170222
"Ohio, IN",18115,-0.01337809,IN,0.062111827,0.540696997,0.414283184,0.000170213
"Lyon, IA",19119,-0.035431636,IA,0.059400467,0.542260395,0.251611213,0.00017014
"Liberty, TX",48291,-0.029641026,TX,0.032499617,0.308086503,0.238882923,0.000170031
"Ionia, MI",26067,-0.043228069,MI,0.090799137,0.816741685,0.374398993,0.000170023
"Morrow, OH",39117,-0.023869798,OH,0.082694966,0.726612853,0.827539885,0.000169837
"Midland, TX",48329,-0.050643027,TX,0.032499617,0.331434639,0.315588012,0.000169653
"Sangamon, IL",17167,-0.024633781,IL,0.048742569,0.440029002,0.680723714,0.000169516
"Pulaski, KY",21199,-0.035755906,KY,0.080102497,0.717879518,0.313302139,0.000169285
"Owyhee, ID",16073,-0.017800354,ID,0.053542309,0.473065707,0.227253023,0.000169162
"Hertford, NC",37091,-0.018563139,NC,0.052980406,0.469156756,0.446059155,0.00016894
"Iowa, WI",55049,-0.06523683,WI,0.055324744,0.540890995,0.631455617,0.000168933
"Stanton, NE",31167,-0.014764373,NE,0.039880393,0.354031938,0.356203603,0.000168919
"Shelby, MO",29205,-0.021709017,MO,0.046852866,0.420779723,0.679848887,0.000168634
"McCracken, KY",21145,-0.027464805,KY,0.080102497,0.708662218,0.355670233,0.000168149
"Heard, GA",13149,-0.006388846,GA,0.029935606,0.260530497,0.442417702,0.000167743
"Wood, WV",54107,-0.02485125,WV,0.024248714,0.232911418,0.376234695,0.000167629
"Greenwood, KS",20073,-0.018184972,KS,0.054451466,0.481190003,0.398335638,0.000167168
"Jefferson, OK",40067,-0.023931273,OK,0.037996921,0.348277832,0.237175079,0.000166611
"Young, TX",48503,-0.032834778,TX,0.032499617,0.31163703,0.470435065,0.000166574
"Juab, UT",49023,-0.025732403,UT,0.031016817,0.291188212,0.641885,0.000166431
"Towns, GA",13281,-0.016735974,GA,0.029935606,0.272033503,0.290262396,0.000166154
"Smyth, VA",51173,-0.014772127,VA,0.037150238,0.330927694,0.245431747,0.000166091
"Perry, OH",39127,-0.024195075,OH,0.082694966,0.726974467,0.601267497,0.000166049
"Franklin, ME",23007,-0.03351919,ME,0.066646619,0.60147857,0.644214106,0.000165568
"Skamania, WA",53059,-0.046947525,WA,0.085517589,0.776164277,0.255055731,0.000165522
"Pickens, SC",45077,-0.031611105,SC,0.042045613,0.391090869,0.402351528,0.000165506
"Crowley, CO",08025,0,CO,0.026604143,0.225224556,0.403805538,0.000164989
"Franklin, FL",12037,-0.02903999,FL,0.029926153,0.285631976,0.221810029,0.000164948
"Seminole, OK",40133,-0.020234092,OK,0.037996921,0.344167639,0.50820712,0.000164894
"Sullivan, PA",42113,-0.071434784,PA,0.123671112,1.126385954,0.268160531,0.000164853
"Bollinger, MO",29017,-0.028639661,MO,0.046852866,0.428484588,0.311173599,0.00016484
"Benton, AR",05007,-0.058742338,AR,0.028738852,0.308600955,0.23956928,0.000164791
"Huntington, IN",18069,-0.052091705,IN,0.062111827,0.58373531,0.236885498,0.000164294
"Lake, MT",30047,-0.020193978,MT,0.067713461,0.595696434,0.826440411,0.00016416
"Menard, IL",17129,-0.038752734,IL,0.048742569,0.455725183,0.23352009,0.000163988
"Lunenburg, VA",51111,-0.021648749,VA,0.037150238,0.338572504,0.560726592,0.000163988
"Jefferson, IA",19101,-0.029570648,IA,0.059400467,0.535744676,0.320650095,0.000163979
"Marshall, WV",54051,-0.051714185,WV,0.024248714,0.262775211,0.476082084,0.000163768
"Pierce, WI",55093,-0.039682423,WI,0.055324744,0.512481905,0.150958839,0.000163727
"Hill, TX",48217,-0.032018488,TX,0.032499617,0.310729552,0.563828285,0.000163715
"Jefferson, MT",30043,-0.037001139,MT,0.067713461,0.614381123,0.471681265,0.000163653
"Douglas, NV",32005,-0.071696122,NV,0.11062749,1.016252181,0.571715575,0.000163582
"Curry, NM",35009,-0.021583447,NM,0.049731311,0.445008378,0.306896001,0.000163419
"Eastland, TX",48133,-0.033105932,TX,0.032499617,0.311938475,0.231901175,0.000163399
"Taylor, IA",19173,-0.018559471,IA,0.059400467,0.523503441,0.92268145,0.000163372
"Marion, SC",45067,-0.014756748,SC,0.042045613,0.372353711,0.397310222,0.000163095
"Lewis, TN",47101,-0.026823001,TN,0.040805298,0.375267662,0.310630218,0.000163026
"Alcorn, MS",28003,-0.030605139,MS,0.029841954,0.286659156,0.406217643,0.000162368
"Essex, VT",50009,-0.016738268,VT,0.056810732,0.499554689,0.262440014,0.000162259
"Hamlin, SD",46057,-0.012624043,SD,0.01875562,0.172815042,0.558027212,0.000162232
"Douglas, WI",55031,-0.040267025,WI,0.055324744,0.513131813,0.373513315,0.000162225
"Hood, TX",48221,-0.034890864,TX,0.032499617,0.313922801,0.267869637,0.000162224
"Hardin, KY",21093,-0.031365204,KY,0.080102497,0.71299833,0.266815077,0.000162224
"Angelina, TX",48005,-0.029453733,TX,0.032499617,0.307878288,0.238826902,0.000161448
"Chattooga, GA",13055,-0.043244549,GA,0.029935606,0.30150335,0.19276043,0.000161362
"Wabash, IN",18169,-0.045711038,IN,0.062111827,0.576641859,0.327348476,0.000161311
"Reno, KS",20155,-0.022286808,KS,0.054451466,0.485750055,0.403729547,0.000161296
"Grady, OK",40051,-0.037657359,OK,0.037996921,0.363537259,0.286765402,0.000161192
"Waseca, MN",27161,-0.033286459,MN,0.074738431,0.669723255,0.291736921,0.000161186
"Grand Traverse, MI",26055,-0.050313813,MI,0.090799137,0.824618978,0.290551074,0.000161138
"Luce, MI",26095,-0.006064276,MI,0.090799137,0.775426325,0.242827142,0.000160539
"Delta, CO",08029,-0.017748571,CO,0.026604143,0.244955819,0.287089384,0.000160452
"Pittsburg, OK",40121,-0.022003601,OK,0.037996921,0.34613482,0.288362106,0.000160352
"Bay, FL",12005,-0.028393986,FL,0.029926153,0.284913807,0.46910678,0.00016027
"Hidalgo, TX",48215,-0.051581199,TX,0.032499617,0.332477614,0.2367328,0.000160008
"Bath, KY",21011,-0.021142682,KY,0.080102497,0.70163385,0.247337244,0.00016
"Plumas, CA",06063,-0.018529931,CA,0.059779315,0.526677845,0.446049222,0.000159515
"DeKalb, MO",29063,-0.003062413,MO,0.046852866,0.400050106,0.404721536,0.000159401
"Alamance, NC",37001,-0.031706213,NC,0.052980406,0.483768043,0.222607523,0.000159284
"Iosco, MI",26069,-0.024873757,MI,0.090799137,0.796337013,0.248453246,0.000159191
"Monterey, CA",06053,-0.048391798,CA,0.059779315,0.559875581,0.28997618,0.000158964
"Plymouth, IA",19149,-0.039706703,IA,0.059400467,0.54701303,0.380545112,0.000158875
"Antelope, NE",31003,0,NE,0.039880393,0.337618238,0.403805538,0.000158781
"Brown, TX",48049,-0.026952408,TX,0.032499617,0.30509754,0.621317678,0.000158462
"Grand Forks, ND",38035,-0.029957723,ND,0.047437045,0.43489541,0.322636502,0.000158385
"Woodruff, AR",05147,0,AR,0.028738852,0.243296511,0.179825553,0.000158228
"Rio Blanco, CO",08103,-0.04627884,CO,0.026604143,0.276673205,0.235146812,0.000158128
"Coryell, TX",48099,-0.022931867,TX,0.032499617,0.300627865,0.561110386,0.000157997
"Gladwin, MI",26051,-0.040106601,MI,0.090799137,0.813271518,0.293776894,0.000157177
"Lyon, MN",27083,-0.031865458,MN,0.074738431,0.668143515,0.294787776,0.000157023
"Wilson, TX",48493,-0.04670806,TX,0.032499617,0.327060096,0.235275196,0.000156648
"LaSalle, IL",17099,-0.029702535,IL,0.048742569,0.445663987,0.643072507,0.000156438
"Elbert, GA",13105,-0.022528463,GA,0.029935606,0.27847307,0.247751745,0.000156299
"Lake, SD",46079,-0.023443703,SD,0.01875562,0.184843366,0.186837798,0.000156287
"Somerset, MD",24039,-0.011303454,MD,0.040513085,0.355540621,0.616636919,0.000156152
"Fresno, CA",06019,-0.030345522,CA,0.059779315,0.539813355,0.377878086,0.00015614
"Christian, KY",21047,-0.019898516,KY,0.080102497,0.700250699,0.56020308,0.000156115
"Polk, TX",48373,-0.039540106,TX,0.032499617,0.31909141,0.252840097,0.000155784
"Barton, KS",20009,-0.009397201,KS,0.054451466,0.47142055,0.406616334,0.000155165
"Huron, OH",39077,-0.040243325,OH,0.082694966,0.744815467,0.225161058,0.000154464
"Benton, MO",29015,0.020627783,MO,0.046852866,0.373713479,0.229738163,0.000154297
"Butler, AL",01013,-0.036426927,AL,0.042297859,0.398580125,0.251908914,0.000154258
"Crow Wing, MN",27035,-0.038138807,MN,0.074738431,0.675117659,0.605438207,0.000153716
"Buffalo, WI",55011,-0.017624148,WI,0.055324744,0.4879595,0.307878749,0.00015348
"Camp, TX",48063,-0.012009517,TX,0.032499617,0.288485379,0.823992357,0.000152742
"Fremont (includes Yellowstone Park), ID",16043,-0.049160826,ID,0.053542309,0.507929457,0.475318349,0.000152683
"Fayette, IA",19065,-0.018745101,IA,0.059400467,0.523709807,0.559858082,0.000152672
"Allegan, MI",26005,-0.066938142,MI,0.090799137,0.843100411,0.631964497,0.000152438
"Gentry, MO",29075,-0.025021057,MO,0.046852866,0.42446175,0.289264657,0.000152184
"Hunt, TX",48231,-0.050322372,TX,0.032499617,0.331078163,0.675697094,0.000152139
"Washington, UT",49053,-0.027707959,UT,0.031016817,0.293384457,0.369756773,0.000152065
"Warren, NC",37185,-0.01067533,NC,0.052980406,0.4603878,0.505347999,0.000152045
"Bedford, VA*",51019,-0.029239638,VA,0.037150238,0.347011371,0.602776377,0.000151905
"Davison, SD",46035,-0.022613862,SD,0.01875562,0.183920824,0.600794541,0.000151707
"Millard, UT",49027,0.001185248,UT,0.031016817,0.26126359,0.27514719,0.000151653
"Elko, NV",32007,-0.038510708,NV,0.11062749,0.979359624,0.232823286,0.000151578
"Lagrange, IN",18087,-0.06797402,IN,0.062111827,0.601391838,0.480945564,0.000151462
"Cumberland, KY",21057,0,KY,0.080102497,0.67812932,0.241013256,0.000151194
"Lac qui Parle, MN",27073,-0.007560225,MN,0.074738431,0.641123143,0.29800955,0.000150989
"Bulloch, GA",13031,-0.016799295,GA,0.029935606,0.272103896,0.559276072,0.000150739
"Campbell, TN",47013,-0.022753161,TN,0.040805298,0.370743181,0.447312433,0.000150595
"Ripley, MO",29181,-0.014784109,MO,0.046852866,0.413081232,0.35187731,0.000150512
