GeoName,FIPS,GDP Impact,State,Unemploy Rate,GO_yieldImpact,REV_yieldImpact,infectedPCT
"Pierce, ND",38069,0,ND,0.047437045,0.401591111,0.295748211,0.000503145
"Gray, TX",48179,-0.038199321,TX,0.032499617,0.317600846,0.363213231,0.000502604
"Gosper, NE",31073,0,NE,0.039880393,0.337618238,0.403805538,0.000502513
"Dallas, TX",48113,-0.047369782,TX,0.032499617,0.327795739,0.211461908,0.000502368
"Carter, MO",29035,0,MO,0.046852866,0.396645591,0.523458223,0.000501505
"Washington, OH",39167,-0.03420008,OH,0.082694966,0.738097132,0.310669762,0.000500743
"DeSoto, FL",12027,-0.026609363,FL,0.029926153,0.282929823,0.289739735,0.000499987
"Echols, GA",13101,0,GA,0.029935606,0.253427953,0.347455235,0.000499251
"Porter, IN",18127,-0.048809987,IN,0.062111827,0.580086991,0.211892687,0.000498858
"Worth, MO",29227,0,MO,0.046852866,0.396645591,0.213123877,0.000496771
"Chester, SC",45023,-0.031807778,SC,0.042045613,0.391309512,0.402410355,0.000496216
"Chilton, AL",01021,-0.029443707,AL,0.042297859,0.39081681,0.620749536,0.000495183
"Morgan, UT",49029,-0.050227317,UT,0.031016817,0.318419453,0.315463669,0.000494886
"Teton, ID",16081,-0.060805803,ID,0.053542309,0.520875294,0.630130253,0.000494153
"Edmonson, KY",21061,-0.011792428,KY,0.080102497,0.691239079,0.244540489,0.000493827
"Brazoria, TX",48039,-0.05043836,TX,0.032499617,0.331207108,0.932216744,0.000491632
"Marion, OH",39101,-0.041128545,OH,0.082694966,0.745799575,0.685657462,0.000491604
"Klickitat, WA",53039,-0.043300731,WA,0.085517589,0.772110099,0.624894311,0.000490524
"Washington, OR",41067,-0.063532783,OR,0.03846563,0.39627121,0.67964846,0.000490366
"Atkinson, GA",13003,-0.030351189,GA,0.029935606,0.287169673,0.230382692,0.000489896
"Lancaster, SC",45057,-0.045665324,SC,0.042045613,0.406715085,0.626914898,0.000489736
"St. Clair, IL",17163,-0.029150662,IL,0.048742569,0.445050464,0.311326445,0.000489052
"Webb, TX",48479,-0.057717603,TX,0.032499617,0.339299515,0.239262772,0.000487978
"Lawrence, AR",05075,-0.026613322,AR,0.028738852,0.272882807,0.45127654,0.000487626
"Terry, TX",48445,-0.026477975,TX,0.032499617,0.304570109,0.41820149,0.000486342
"San Augustine, TX",48405,-0.06395521,TX,0.032499617,0.346233926,0.479743497,0.000485614
"Clinton, NY",36019,-0.032595448,NY,0.049713377,0.457098704,0.621692254,0.000484562
"Pike, AL",01109,-0.029098585,AL,0.042297859,0.390433135,0.18852923,0.000483179
"Dickson, TN",47043,-0.040685638,TN,0.040805298,0.390678895,0.359624716,0.000481946
"Ottawa, OK",40115,-0.023254475,OK,0.037996921,0.347525429,0.368424691,0.000481897
"Bourbon, KS",20011,-0.035058083,KS,0.054451466,0.499948009,0.564737458,0.000481629
"Lafayette, MS",28071,-0.030669747,MS,0.029841954,0.286730981,0.643361809,0.000481312
"Muscogee, GA",13215,-0.021814977,GA,0.029935606,0.27767988,0.679880581,0.000480158
"Noxubee, MS",28103,-0.016040501,MS,0.029841954,0.270467502,0.445304609,0.000479985
"Lanier, GA",13173,-0.033380255,GA,0.029935606,0.290537116,0.291764977,0.000479708
"Harrison, MO",29081,-0.026230002,MO,0.046852866,0.425805746,0.510000557,0.000478927
"Bernalillo, NM",35001,-0.033918089,NM,0.049731311,0.458720923,0.323821087,0.00047856
"Grafton, NH",33009,-0.043483812,NH,0.074240945,0.676848154,0.607036952,0.000478384
"Hale, AL",01065,-0.018336998,AL,0.042297859,0.378469371,0.290741279,0.000477783
"Riverside, CA",06065,-0.039666383,CA,0.059779315,0.55017545,0.625120555,0.000477222
"Cannon, TN",47015,-0.009724187,TN,0.040805298,0.35625874,0.243921858,0.000476904
"Lawrence, MS",28077,-0.037308559,MS,0.029841954,0.294111415,0.684514866,0.00047672
"Choctaw, AL",01023,-0.006054967,AL,0.042297859,0.364815314,0.214934978,0.000476607
"Cecil, MD",24015,-0.035356749,MD,0.040513085,0.38228091,0.453891787,0.000476399
"New Kent, VA",51127,-0.025842135,VA,0.037150238,0.343234333,0.248742897,0.000476376
"Fillmore, MN",27045,-0.034710787,MN,0.074738431,0.671306695,0.232381203,0.000474676
"Greene, NC",37079,-0.028967401,NC,0.052980406,0.480723278,0.188489992,0.000474631
"Apache, AZ",04001,-0.007487856,AZ,0.034713808,0.302203434,0.199532825,0.000472965
"Herkimer, NY",36043,-0.036805538,NY,0.049713377,0.461779103,0.232313252,0.000472937
"Teller, CO",08119,-0.058418636,CO,0.026604143,0.290169138,0.567744146,0.000472664
"Rock Island, IL",17161,-0.029469968,IL,0.048742569,0.445405439,0.829214952,0.000472233
"Spink, SD",46115,-0.011927851,SD,0.01875562,0.172041078,0.244580996,0.000470514
"Carroll, NH",33003,-0.056911935,NH,0.074240945,0.691776333,0.230146806,0.000470251
"Geauga, OH",39055,-0.050763013,OH,0.082694966,0.756510309,0.475797579,0.00046984
"Berrien, MI",26021,-0.039276959,MI,0.090799137,0.812349197,0.60577864,0.000469358
"Greene, PA",42059,-0.045685627,PA,0.123671112,1.097760359,0.152754457,0.000469186
"Travis, TX",48453,-0.05895442,TX,0.032499617,0.340674497,0.69098936,0.00046862
"Lee, MS",28081,-0.038616822,MS,0.029841954,0.295565823,0.233549537,0.000468187
"Benton, IA",19011,-0.03335565,IA,0.059400467,0.5399525,0.207270141,0.000467927
"Larimer, CO",08069,-0.047185669,CO,0.026604143,0.277681336,0.211406838,0.000467919
"Surry, VA",51181,-0.008854373,VA,0.037150238,0.324348868,0.395544762,0.000467144
"Kenton, KY",21117,-0.033746909,KY,0.080102497,0.715646096,0.321899257,0.000467071
"Marion, KY",21155,-0.051824867,KY,0.080102497,0.735743543,0.476115191,0.000466975
"Davie, NC",37059,-0.039946226,NC,0.052980406,0.492928548,0.455264545,0.000466788
"Florence, WI",55037,-0.026417664,WI,0.055324744,0.49773534,0.289682396,0.000465658
"Marshall, AL",01095,-0.034876054,AL,0.042297859,0.396856004,0.414237314,0.000465001
"Bradley, AR",05011,-0.04434937,AR,0.028738852,0.292600149,0.2351941,0.000464554
"Wilson, NC",37195,-0.034109911,NC,0.052980406,0.486440258,0.223326493,0.000464542
"Henderson, KY",21101,-0.026939248,KY,0.080102497,0.70807795,0.448564533,0.000464499
"Fond du Lac, WI",55039,-0.044696764,WI,0.055324744,0.518056398,0.234673597,0.000464203
"Webster, KY",21233,-0.025442445,KY,0.080102497,0.70641394,0.448116824,0.000463607
"Custer, ID",16037,0,ID,0.053542309,0.453276875,0.295748211,0.000463499
"Kent, MD",24029,-0.03152095,MD,0.040513085,0.378016614,0.245336371,0.000463392
"Seminole, FL",12117,-0.046154358,FL,0.029926153,0.30465819,0.235109578,0.000462035
"Broome, NY",36007,-0.033786053,NY,0.049713377,0.458422311,0.232104606,0.000461971
"Kearney, NE",31099,-0.033961871,NE,0.039880393,0.375373989,0.323834183,0.000461894
"Dukes, MA",25007,-0.041315386,MA,0.089085202,0.80010556,0.929487971,0.000461574
"Scott, IN",18143,-0.042526292,IN,0.062111827,0.573101344,0.234648799,0.000460772
"Virginia Beach (Independent City), VA",51810,0,VA,0.037150238,0.314505373,0.241013256,0.000460027
"Etowah, AL",01055,-0.032233545,AL,0.042297859,0.393918301,0.622897319,0.000459577
"Ohio, WV",54069,-0.037621298,WV,0.024248714,0.247108008,0.208546038,0.000458815
"Labette, KS",20099,-0.005111868,KS,0.054451466,0.466656502,0.411810674,0.000458762
"Davis, UT",49011,-0.038081124,UT,0.031016817,0.304916408,0.224514322,0.000458534
"San Diego, CA",06073,-0.044012646,CA,0.059779315,0.555007234,0.625107251,0.000458313
"Lincoln, NE",31111,-0.009319691,NE,0.039880393,0.347979032,0.243800869,0.000458269
"Calhoun, AL",01015,-0.033119488,AL,0.042297859,0.394903213,0.512061271,0.000457726
"Cole, MO",29051,-0.024616884,MO,0.046852866,0.424012427,0.289143765,0.000456056
"Washington, WI",55131,-0.049889193,WI,0.055324744,0.523828873,0.236921216,0.000455768
"Allegany, NY",36003,-0.030061488,NY,0.049713377,0.454281675,0.230990551,0.00045562
"Harris, TX",48201,-0.060876149,TX,0.032499617,0.342810903,0.240207524,0.000455305
"Chelan, WA",53007,-0.03592802,WA,0.085517589,0.763913783,0.286248139,0.000453368
"Clinch, GA",13065,-0.033667878,GA,0.029935606,0.290856869,0.312677589,0.000453309
"Hamilton, NY",36041,0,NY,0.049713377,0.420862018,0.502154901,0.000452899
"Torrance, NM",35057,-0.013014615,NM,0.049731311,0.435482322,0.59792331,0.000452752
"New London, CT",09011,-0.04188771,CT,0.033279081,0.328300033,0.381197473,0.000452478
"Dickens, TX",48125,0,TX,0.032499617,0.275134279,0.139089429,0.000452284
"Santa Fe, NM",35049,-0.029735596,NM,0.049731311,0.454071204,0.290674823,0.000452254
"Clay, FL",12019,-0.02742989,FL,0.029926153,0.283842011,0.502447886,0.000451535
"Rowan, NC",37159,-0.03085857,NC,0.052980406,0.48282571,0.304978318,0.000450425
"Tulsa, OK",40143,-0.049375625,OK,0.037996921,0.376564572,0.236767603,0.000449695
"Mower, MN",27099,-0.038874932,MN,0.074738431,0.675936017,0.325303728,0.000449304
"Emmet, MI",26047,-0.058959296,MI,0.090799137,0.834230248,0.238939663,0.0004489
"Woodford, KY",21239,-0.040869717,KY,0.080102497,0.723564593,0.15131397,0.000448867
"Denton, TX",48121,-0.054704745,TX,0.032499617,0.335950091,0.650550918,0.000448599
"Gordon, GA",13129,-0.040273377,GA,0.029935606,0.298200269,0.234045029,0.000448562
"Belmont, OH",39013,-0.053359945,OH,0.082694966,0.759397345,0.237889253,0.000447721
"Madison, OH",39097,-0.046872819,OH,0.082694966,0.752185542,0.474633983,0.000447117
"Callaway, MO",29027,-0.011713186,MO,0.046852866,0.409667257,0.446819761,0.000446997
"Grant, LA",22043,-0.011546545,LA,0.082517871,0.711413726,0.823853877,0.000446648
"Cottonwood, MN",27033,-0.025086142,MN,0.074738431,0.660606881,0.620759459,0.000446588
"Neshoba, MS",28099,-0.023003985,MS,0.029841954,0.278208877,0.186706275,0.000446459
"Wahkiakum, WA",53069,0,WA,0.085517589,0.723972243,0.241013256,0.000445633
"Nez Perce, ID",16069,-0.034911614,ID,0.053542309,0.492088465,0.232441272,0.000445456
"Scott, IA",19163,-0.043077825,IA,0.059400467,0.55076074,0.234189356,0.000445233
"Rio Grande, CO",08105,-0.023743389,CO,0.026604143,0.251620319,0.220225762,0.000443774
"Montgomery, IN",18107,-0.048347495,IN,0.062111827,0.579572834,0.236460079,0.000443424
"Pima, AZ",04019,-0.03501943,AZ,0.034713808,0.332810561,0.379143102,0.000443053
"Madison, AL",01089,-0.046923496,AL,0.042297859,0.410249267,0.68739079,0.000442467
"Gem, ID",16045,-0.021712346,ID,0.053542309,0.477414707,0.219618257,0.000441696
"Divide, ND",38023,0,ND,0.047437045,0.401591111,0.502154901,0.000441696
"Desha, AR",05041,-0.032555963,AR,0.028738852,0.2794893,0.25075107,0.000440102
"Fluvanna, VA",51065,-0.020298931,VA,0.037150238,0.337071897,0.367540658,0.000440044
"Grant, ND",38037,0,ND,0.047437045,0.401591111,0.295748211,0.000439754
"Saguache, CO",08109,-0.034072286,CO,0.026604143,0.263103057,0.403087692,0.000439625
"Burleigh, ND",38015,-0.027142406,ND,0.047437045,0.431765595,0.376787005,0.000439211
"Lorain, OH",39093,-0.044243174,OH,0.082694966,0.74926214,0.626489519,0.000438946
"Madison, TN",47113,-0.036470889,TN,0.040805298,0.385993316,0.421190471,0.000438847
"Grant, KY",21081,-0.026043191,KY,0.080102497,0.707081795,0.355245014,0.000438789
"Tucker, WV",54093,-0.04229312,WV,0.024248714,0.252301719,0.37411934,0.000438661
"Chesterfield, SC",45025,-0.034170231,SC,0.042045613,0.393935874,0.371689703,0.000438116
"Juneau City and Borough, AK",02110,-0.041441657,AK,0.070586124,0.643636993,0.151485043,0.000437856
"Eddy, ND",38027,0,ND,0.047437045,0.401591111,0.502154901,0.000437254
"Dodge, GA",13091,-0.014448416,GA,0.029935606,0.269490401,0.527779888,0.000436787
"Faulkner, AR",05045,-0.031612659,AR,0.028738852,0.27844062,0.312062853,0.000436484
"Windsor, VT",50027,-0.056628472,VT,0.056810732,0.543901028,0.33061399,0.000435872
"Davidson, NC",37057,-0.040322998,NC,0.052980406,0.493347409,0.297317511,0.000435537
"Monroe, GA",13207,-0.014720002,GA,0.029935606,0.269792326,0.245416156,0.000435129
"Faulk, SD",46049,0,SD,0.01875562,0.158780767,0.392896331,0.000434972
"Bon Homme, SD",46009,-0.022293708,SD,0.01875562,0.183564905,0.186493824,0.00043472
"Lamar, AL",01075,-0.029001519,AL,0.042297859,0.390325226,0.37014369,0.000434625
"Hockley, TX",48219,-0.031420805,TX,0.032499617,0.310065102,0.250411534,0.000434386
"Portsmouth (Independent City), VA",51740,0,VA,0.037150238,0.314505373,0.241013256,0.000434331
"Adair, MO",29001,0.001465913,MO,0.046852866,0.395015921,0.633749712,0.000434045
"Wayne, NY",36117,-0.027541228,NY,0.049713377,0.451479876,0.401134187,0.000433729
"Chambers, TX",48071,-0.046913095,TX,0.032499617,0.327288036,0.211325308,0.000433424
"Montgomery, MO",29139,-0.021368713,MO,0.046852866,0.420401403,0.247404852,0.000432863
"Boone, MO",29019,-0.029595837,MO,0.046852866,0.429547579,0.602882919,0.000432222
"Harrison, WV",54033,-0.037070622,WV,0.024248714,0.246495816,0.414893731,0.000431188
"Kitsap, WA",53035,-0.02519803,WA,0.085517589,0.751985145,0.41134252,0.000430982
"Waukesha, WI",55133,-0.060711967,WI,0.055324744,0.535860659,0.678804726,0.000430482
"Lake, OH",39085,-0.045515876,OH,0.082694966,0.750677015,0.686969757,0.000430156
"Moore, TX",48341,-0.013338062,TX,0.032499617,0.289962336,0.598020056,0.000429799
"Newton, IN",18111,-0.033329504,IN,0.062111827,0.562877184,0.231968048,0.000429062
"Washington, AL",01129,-0.041402559,AL,0.042297859,0.404111586,0.40528025,0.000428764
"Hillsborough, FL",12057,-0.050504169,FL,0.029926153,0.309493918,0.649294483,0.000428678
"Lexington, SC",45063,-0.039028685,SC,0.042045613,0.399337066,0.307422081,0.000428452
"Codington, SD",46029,-0.032153606,SD,0.01875562,0.194526253,0.402513796,0.000428434
"Chatham, GA",13051,-0.05373739,GA,0.029935606,0.313168346,0.213366523,0.000428428
"Gloucester, VA",51073,-0.010337239,VA,0.037150238,0.325997385,0.142181401,0.000428403
"Williamsburg, SC",45089,-0.020493304,SC,0.042045613,0.378731098,0.353584987,0.000428082
"Liberty, MT",30051,0,MT,0.067713461,0.573246587,0.22199886,0.000427899
"Taos, NM",35055,-0.042203111,NM,0.049731311,0.467931464,0.23392772,0.000427834
"Archuleta, CO",08007,-0.048683266,CO,0.026604143,0.279346229,0.626504281,0.000427686
"Bamberg, SC",45009,-0.018527723,SC,0.042045613,0.376545942,0.18536738,0.000426561
"Manatee, FL",12081,-0.043141958,FL,0.029926153,0.301309274,0.686259694,0.000426531
"Clay, SD",46027,-0.019343806,SD,0.01875562,0.18028547,0.246799182,0.000426439
"Greenville, SC",45045,-0.046779406,SC,0.042045613,0.40795362,0.235991048,0.000425945
"Henderson, NC",37089,-0.055976231,NC,0.052980406,0.510749265,0.238047398,0.000425833
"Harris, GA",13145,-0.026821686,GA,0.029935606,0.28324589,0.30846281,0.000425701
"Louisa, VA",51109,-0.016864846,VA,0.037150238,0.333254191,0.445551179,0.000425634
"Sarasota, FL",12115,-0.045495712,FL,0.029926153,0.303925966,0.474222077,0.000424215
"Lincoln, MO",29113,-0.026953047,MO,0.046852866,0.426609562,0.321737773,0.000423635
"Clarke, AL",01025,-0.037359619,AL,0.042297859,0.399617009,0.252187892,0.000423334
"Cass, ND",38017,-0.0374194,ND,0.047437045,0.443190632,0.233191376,0.000423256
"Brazos, TX",48041,-0.040781113,TX,0.032499617,0.32047105,0.30794625,0.000423191
"Harrison, MS",28047,-0.031025083,MS,0.029841954,0.287126012,0.250293169,0.000422914
"Jefferson, MO",29099,-0.028039072,MO,0.046852866,0.427816907,0.249400023,0.00042207
"Park, MT",30067,-0.051707789,MT,0.067713461,0.630730653,0.327271535,0.000421534
"Spokane, WA",53063,-0.035638655,WA,0.085517589,0.763592092,0.403556209,0.000420813
"Socorro, NM",35053,-0.023053297,NM,0.049731311,0.446642425,0.282397181,0.000420749
"Darlington, SC",45031,-0.021655366,SC,0.042045613,0.380022974,0.228476196,0.000420307
"Utah, UT",49049,-0.04492282,UT,0.031016817,0.312522391,0.235435724,0.000419656
"Anderson, SC",45007,-0.035441001,SC,0.042045613,0.395348603,0.379269198,0.000419633
"Windham, CT",09015,-0.033521649,CT,0.033279081,0.3189994,0.623282603,0.000419585
"Clay, IN",18021,-0.045788994,IN,0.062111827,0.576728523,0.625638575,0.000419447
"Lowndes, GA",13185,-0.028612461,GA,0.029935606,0.285236711,0.24957153,0.000417355
"Columbia, WI",55021,-0.035066938,WI,0.055324744,0.507350825,0.251502128,0.000417159
"Jasper, IN",18073,-0.030688881,IN,0.062111827,0.559941576,0.29095996,0.000417138
"Crane, TX",48103,-0.073327155,TX,0.032499617,0.356652811,0.695288389,0.000416927
"Campbell, KY",21037,-0.028778362,KY,0.080102497,0.710122512,0.418889559,0.000416738
"Grand Isle, VT",50013,-0.037513695,VT,0.056810732,0.522650939,0.358675956,0.000414651
"Highlands, FL",12055,-0.031942542,FL,0.029926153,0.288858771,0.563805568,0.000414231
"Johnson, AR",05071,-0.010572799,AR,0.028738852,0.255050397,0.443669164,0.000413876
"Imperial, CA",06025,-0.036224444,CA,0.059779315,0.546349012,0.414640631,0.000413873
"Branch, MI",26023,-0.037852352,MI,0.090799137,0.810765447,0.358777252,0.000413631
"Warrick, IN",18173,-0.025745571,IN,0.062111827,0.554446049,0.400597088,0.000412712
"Fairfield, OH",39045,-0.035445901,OH,0.082694966,0.739482123,0.292382832,0.000412505
"Chesterfield, VA",51041,-0.048760768,VA,0.037150238,0.368713207,0.235889181,0.000410995
"Washington, VT",50023,-0.035855371,VT,0.056810732,0.520807363,0.232723559,0.000410896
"King George, VA",51099,-0.0229804,VA,0.037150238,0.340052913,0.368342713,0.000409897
"York, SC",45091,-0.039438705,SC,0.042045613,0.39979289,0.28729822,0.000409283
"Clinton, IA",19045,-0.025672753,IA,0.059400467,0.531411347,0.303427188,0.000409227
"Wharton, TX",48481,-0.030555614,TX,0.032499617,0.309103261,0.682494993,0.000409087
"Ashley, AR",05003,-0.042554449,AR,0.028738852,0.290604717,0.225852339,0.00040698
"Rooks, KS",20163,0,KS,0.054451466,0.460973587,0.347455235,0.000406504
"Indian River, FL",12061,-0.044082883,FL,0.029926153,0.30235531,0.234489979,0.000406446
"Tuscaloosa, AL",01125,-0.047976169,AL,0.042297859,0.411419533,0.564912091,0.000406009
"Pinellas, FL",12103,-0.044048378,FL,0.029926153,0.302316951,0.416980848,0.00040513
"Johnson, KS",20091,-0.044489458,KS,0.054451466,0.510432963,0.235236001,0.000405046
"Haywood, TN",47075,-0.015308466,TN,0.040805298,0.362466839,0.598609424,0.000404531
"Chesapeake (Independent City), VA",51550,0,VA,0.037150238,0.314505373,0.241013256,0.000404354
"Monroe, IN",18105,-0.043842496,IN,0.062111827,0.574564581,0.249021868,0.000404228
"Pontotoc, MS",28115,-0.038783779,MS,0.029841954,0.295751432,0.380402054,0.000404053
"Alameda, CA",06001,-0.054524485,CA,0.059779315,0.566693351,0.328114037,0.000403272
"Delaware, IN",18035,-0.038777709,IN,0.062111827,0.568934008,0.252612057,0.000403031
"Franklin, TN",47051,-0.020364908,TN,0.040805298,0.368088136,0.291347847,0.000402767
"Charlotte, FL",12015,-0.035651498,FL,0.029926153,0.292982056,0.622606349,0.000402308
"Bibb, AL",01007,-0.031137659,AL,0.042297859,0.392699993,0.311920775,0.000401893
"Forsyth, GA",13117,-0.055148875,GA,0.029935606,0.314737508,0.689851083,0.000401225
"Contra Costa, CA",06013,-0.045523363,CA,0.059779315,0.556686713,0.537074716,0.000400511
"McIntosh, ND",38051,0,ND,0.047437045,0.401591111,0.295748211,0.000400481
"Potter, TX",48375,-0.027617716,TX,0.032499617,0.30583717,0.290041344,0.00040029
"Jasper, SC",45053,-0.026437707,SC,0.042045613,0.385339551,0.681263286,0.000399029
"Cass, IN",18017,-0.04598178,IN,0.062111827,0.576942845,0.309501822,0.000397994
"Prentiss, MS",28117,-0.02530395,MS,0.029841954,0.280765771,0.303316876,0.000397994
"Oklahoma, OK",40109,-0.04742493,OK,0.037996921,0.374395965,0.235489619,0.000397525
"Livingston, NY",36051,-0.021633744,NY,0.049713377,0.444912468,0.320146717,0.000397368
"Cabarrus, NC",37025,-0.047256793,NC,0.052980406,0.501055778,0.236133839,0.000397315
"Latimer, OK",40077,-0.032560043,OK,0.037996921,0.357870522,0.323414882,0.000397101
"Garvin, OK",40049,-0.030681646,OK,0.037996921,0.355782289,0.469791041,0.000396954
"Orleans, NY",36073,-0.02564487,NY,0.049713377,0.449371676,0.400566968,0.000396511
"Shiawassee, MI",26155,-0.034302308,MI,0.090799137,0.806818828,0.362047595,0.000396348
"Merrimack, NH",33013,-0.038092567,NH,0.074240945,0.670854652,0.53485209,0.000396325
"Henry, IN",18065,-0.037439897,IN,0.062111827,0.567446748,0.25799232,0.000396064
"Cheboygan, MI",26031,-0.036404564,MI,0.090799137,0.809155927,0.414694507,0.000395632
"Crook, WY",56011,-0.043711088,WY,0.031811213,0.317900468,0.234378772,0.00039557
"Chicot, AR",05017,-0.006712268,AR,0.028738852,0.250758606,0.405813244,0.000395335
"Custer, CO",08027,0,CO,0.026604143,0.225224556,0.361469045,0.000394633
"Hampton (Independent City), VA",51650,0,VA,0.037150238,0.314505373,0.241013256,0.000394023
"Spartanburg, SC",45083,-0.047691605,SC,0.042045613,0.408967721,0.236263895,0.000394015
"Sheridan, WY",56033,-0.016493664,WY,0.031811213,0.287642585,0.598963928,0.000393636
"Miller, AR",05091,-0.036538886,AR,0.028738852,0.283917155,0.246837285,0.000393
"Kanawha, WV",54039,-0.034896422,WV,0.024248714,0.244078736,0.251451125,0.000392985
"St. Lucie, FL",12111,-0.023457462,FL,0.029926153,0.279425823,0.620272304,0.000392937
"Dawson, TX",48115,-0.036863378,TX,0.032499617,0.316115665,0.324702052,0.000392835
"Racine, WI",55101,-0.048950409,WI,0.055324744,0.522785218,0.366428989,0.000392235
"San Juan, UT",49037,-0.023574095,UT,0.031016817,0.2887888,0.399947578,0.000391952
"Goliad, TX",48175,-0.020451008,TX,0.032499617,0.297869868,0.446623835,0.000391747
"Franklin, KS",20059,-0.025463846,KS,0.054451466,0.489281999,0.310223681,0.000391481
"Paulding, GA",13223,-0.030463587,GA,0.029935606,0.287294626,0.452428193,0.000391304
"Shelby, OH",39149,-0.054070372,OH,0.082694966,0.760187134,0.933303115,0.000391027
"St. Clair, AL",01115,-0.040995312,AL,0.042297859,0.403658845,0.373731153,0.000391009
"Carlton, MN",27017,-0.025986313,MN,0.074738431,0.66160761,0.451088996,0.000390287
"Richmond, GA",13245,-0.023465271,GA,0.029935606,0.279514529,0.601049206,0.000390089
"Summit, OH",39153,-0.042227124,OH,0.082694966,0.747020877,0.233934903,0.000390009
"Craig, VA",51045,-0.013544184,VA,0.037150238,0.329562578,0.617307144,0.000389788
"Butler, KY",21031,-0.049351782,KY,0.080102497,0.732994189,0.931891738,0.000388229
"Union, AR",05139,-0.035121927,AR,0.028738852,0.282341908,0.683860823,0.000387777
"Jackson, IL",17077,-0.028471554,IL,0.048742569,0.444295492,0.238533122,0.000387665
"Jackson, AL",01071,-0.027553734,AL,0.042297859,0.388715708,0.321917445,0.000387402
"Schoharie, NY",36095,-0.016605766,NY,0.049713377,0.439322815,0.245980207,0.000387109
"Morton, KS",20129,0,KS,0.054451466,0.460973587,0.241013256,0.000386548
"Polk, NC",37149,-0.026188581,NC,0.052980406,0.477634037,0.355288501,0.000386026
"McPherson, KS",20113,-0.044371252,KS,0.054451466,0.510301552,0.234576233,0.000385397
"Grenada, MS",28043,-0.013385755,MS,0.029841954,0.267516194,0.558255048,0.000385394
"Roberts, SD",46109,-0.018121624,SD,0.01875562,0.178926758,0.227419218,0.000384837
"Nacogdoches, TX",48347,-0.02866878,TX,0.032499617,0.307005649,0.230573978,0.000383412
"Grant, AR",05053,-0.035990383,AR,0.028738852,0.283307379,0.372234129,0.000383247
"Georgetown, SC",45043,-0.029951219,SC,0.042045613,0.389245556,0.682314212,0.000382897
"Marlboro, SC",45069,-0.023436267,SC,0.042045613,0.38200282,0.309617212,0.000382878
"Wright, MO",29229,-0.014336146,MO,0.046852866,0.412583228,0.617544028,0.000382744
"Marshall, IA",19127,-0.030363121,IA,0.059400467,0.536625676,0.284583622,0.00038101
"Clark, WA",53011,-0.040504103,WA,0.085517589,0.769001059,0.409178522,0.000380959
"Appling, GA",13001,-0.007151334,GA,0.029935606,0.261378163,0.596169544,0.000380724
"Whiteside, IL",17195,-0.035918938,IL,0.048742569,0.452574824,0.564994948,0.000380607
"Calhoun, MI",26025,-0.049112855,MI,0.090799137,0.823283862,0.435991716,0.000380146
"Santa Rosa, FL",12113,-0.025044833,FL,0.029926153,0.281190519,0.229419919,0.000379789
"Gove, KS",20063,0,KS,0.054451466,0.460973587,0.241013256,0.000379363
"McLean, IL",17113,-0.016323324,IL,0.048742569,0.430790184,0.445389204,0.000378971
"Howard, AR",05061,-0.045063246,AR,0.028738852,0.293393772,0.210772,0.00037873
"Lake, FL",12069,-0.041353593,FL,0.029926153,0.299321131,0.455685503,0.000378625
"Telfair, GA",13271,-0.008757761,GA,0.029935606,0.263164044,0.445935764,0.00037831
"Bay, MI",26017,-0.040173367,MI,0.090799137,0.813345743,0.253029512,0.000378178
"Delaware, OH",39041,-0.062976401,OH,0.082694966,0.770088056,0.314585083,0.000377671
"Deaf Smith, TX",48117,-0.029951677,TX,0.032499617,0.308431858,0.188784399,0.00037744
"Washington, MD",24043,-0.036389728,MD,0.040513085,0.383429283,0.232883391,0.000377361
"Madison, VA",51113,-0.040344369,VA,0.037150238,0.359356612,0.625323347,0.000377045
"Jo Daviess, IL",17085,-0.051381549,IL,0.048742569,0.469764763,0.290870444,0.000376737
"Winona, MN",27169,-0.036208505,MN,0.074738431,0.672971723,0.414635863,0.000376357
"Greene, IN",18055,-0.029836634,IN,0.062111827,0.558994125,0.322600283,0.000375916
"Covington, MS",28031,-0.03461877,MS,0.029841954,0.291121149,0.470968675,0.000375617
"Glynn, GA",13127,-0.037565961,GA,0.029935606,0.295190408,0.404132685,0.000375182
"Dallas, IA",19049,-0.027874313,IA,0.059400467,0.533858844,0.290118095,0.00037452
"Lawrence, PA",42073,-0.030983972,PA,0.123671112,1.081416381,0.361055048,0.000374216
"Elbert, CO",08039,-0.038157886,CO,0.026604143,0.26764506,0.314020596,0.000374125
"Sacramento, CA",06067,-0.031767463,CA,0.059779315,0.541394141,0.356957201,0.000373697
"Rutherford, NC",37161,-0.025541331,NC,0.052980406,0.476914481,0.248652924,0.000372973
"Perry, TN",47135,-0.02372602,TN,0.040805298,0.371824718,0.248109946,0.000371471
"Iowa, IA",19095,-0.060134444,IA,0.059400467,0.569722753,0.93511694,0.000370737
"McClain, OK",40087,-0.037487822,OK,0.037996921,0.363348782,0.38001442,0.000370608
"Candler, GA",13043,-0.018014701,GA,0.029935606,0.273455076,0.599418886,0.000370268
"Okaloosa, FL",12091,-0.026400324,FL,0.029926153,0.282697432,0.31970182,0.000370128
"Vermilion, LA",22113,-0.030494175,LA,0.082517871,0.732477995,0.643309294,0.00036968
"Lake, CO",08065,-0.076550266,CO,0.026604143,0.310326253,0.252913946,0.00036914
